Model_Name,Brand,weight(ounces),Ratings,Price($),Color
Nari Essential,Razer, ,"4,875 ratings",azer Base Station V2 Chroma: Chroma RGB Lighting - Non-Slip Rubber Base - Designed for Gaming Headsets - Classic Black,Black
,,   ,840 ratings,age 1 of 1,
C1002,1MORE, 0.8 ounces ,60 ratings,61.18,Black
,TUINYO, 11.8 ounces ,2 ratings,88.99,Blue
PHW920,Acer, ,498 ratings,"icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
Evolve2 65,Jabra, 1.6 ounces ,"2,321 ratings",age 1 of 1,Black
T5 Sport,Klipsch, 0.459 ounces ,91 ratings,age 1 of 1,Black
C5210A,Plantronics,   ,495 ratings,age 1 of 1,Black
Relays Sport,SOL REPUBLIC, 1.12 ounces ,38 ratings,29.99,Lime
language _ tag,Jabra, 10.8 ounces ,45 ratings,49.99,Copper Black
AS12,erjigo, 0.106 ounces ,290 ratings,37.35,Black
,MOVSSOU,   ,1 rating,103.96,
,KZ, 5.6 ounces ,38 ratings,67.99,Cyan without Mic
USB Wired Headset,Yealink, 1.76 ounces ,137 ratings,89.00,Black/Silver
,OneOdio, ,,55.99,Black
,Avantree, ,,104.98,
ATH-CKS5TWBL,Audio-Technica, 2.66 ounces ,68 ratings,119.00,Blue
ATH EP700 BW,Audio-Technica,,97 ratings,78.50,brown (french toast 19-1012tcx)
TWS Mid Range 2022,Audio, 4.2 ounces ,8 ratings,22.16,White
,Tecno, ,,65.98,"Pink, Blue"
,Srhythm,   ,1 rating,82.98,
,," October 4, 2021 ",150 ratings,age 1 of 1,
,iClever, ,,76.98,
,JLab, 5.6 ounces ,"10,822 ratings",,
language _ tag,Koss,   ,13 ratings,79.98,Gray
Sennheiser SC 30 USB ML,EPOS, 1 ounces ,848 ratings,age 1 of 1,Black
R190,UrbanX, 5 ounces ,67 ratings,46.85,Purple
WF-1000XM3/S,Sony, 0.141 ounces ,"22,560 ratings",89.99,Silver
,LUXA2, 3.36 ounces ,10 ratings,age 1 of 1,White
,OneOdio,   ,6 ratings,59.99,
T1XS,FIIL, 5.9 ounces ,"1,446 ratings",59.00,Black
Boston,Urbanista, 0.811 ounces ,145 ratings,age 1 of 1,Pink Panther
ER23-HF3-BLACK-I,Etymotic Research, 4 ounces ,163 ratings,59.99,Black
GDL-1420,Antlion Audio, 4.5 ounces ,"2,334 ratings",,Black
,, 4.43 pounds ,4 ratings,99.95,
MDR-EX100AP/L,Sony, 0.2 ounces ,599 ratings,24.09,Blue
SE-C5TW-R,PIONEER, 0.353 ounces ,2 ratings,age 1 of 1,Red
ATH-WS550,Audio-Technica, 9 ounces ,28 ratings,70.36,black gold
SE215,Shure, 0.388 ounces ,30 ratings,50.00,Clear
,Srhythm," October 18, 2022 ",,89.98,
MDR-PQ2,Sony, 4.8 ounces ,30 ratings,age 1 of 1,Silver
,Riwbox, ,,89.97,
,Panasonic, 0.141 ounces ,219 ratings,50.52,Pink/Purple
HP Bluetooth Headset 500,HP, 7.7 ounces ,33 ratings,99.99,Black
language _ tag,Koss, 1.19 pounds ,231 ratings,,Black
7XF-00001,Microsoft, ,"1,092 ratings","icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
Studio Headphones,CAD Audio, 1 pounds ,21 ratings,age 1 of 1,Black
U2,CAD Audio, 11.2 ounces ,203 ratings,age 1 of 1,Black
,Dekoni Audio, 1.6 ounces ,178 ratings,59.99,エリートシープスキン
HAET45TP,JVC, 8.8 ounces ,15 ratings,76.95,Pink
,Sony, 3.2 ounces ,285 ratings,age 1 of 1,White
,," August 16, 2011 ","6,355 ratings",age 1 of 1,
,Sony, 4.8 ounces ,46 ratings,age 1 of 1,
TR-V124.EXV0M,Tech2Go, 1.6 ounces ,30 ratings,11.65,Pink
,Adhiper, 1.41 ounces ,685 ratings,age 1 of 1,camouflage green
,Unknown, 0.317 ounces ,496 ratings,7.97,Black
,," March 1, 2019 ",711 ratings,age 1 of 1,
HLT-NHE-BT-P,Lucid Audio, 2.08 ounces ,12 ratings,29.99,White/Gray
,TUCANA, 0.634 ounces ,61 ratings,9.99,Green
,Rexvce, 4.6 ounces ,44 ratings,"icrophone, Sweat-proof, Lightweight, sports-and-exercise, Noise-Canceling, volume-control, wireless, iOS, Android",
,Pioneer DJ, 3.52 ounces ,15 ratings,30.00,Yellow
VERTICAL IN THE EAR HEADPHONE,Sony, 2.7 ounces ,79 ratings,109.98,Black
,ELECDER, ,,30.98,
,Sony, 1.2 ounces ,90 ratings,age 1 of 1,White
WF-1000XM4,Sony, 1 pounds ,194 ratings,228.00,Black
language _ tag,Koss,   ,10 ratings,89.98,
,Sony, 5.9 ounces ,62 ratings,ony,Blue
EHD9001TA,1MORE, 0.282 ounces ,308 ratings,age 1 of 1,Black
PHPMCU10,Pyle, 3.52 ounces ,142 ratings,C Game Pass: 3 Month Membership [Digital Code],Silver/Black
ATH-CM2000TI,Audio-Technica, 7 x 5 x 3 inches ,17 ratings,99.00,Black
,Soundcore,   ,25 ratings,109.98,
T-600,COMPLY, 0.704 ounces ,327 ratings,11.16,Black
,Zymall, 0 ounces ,107 ratings,age 1 of 1,"black,white,pink,yellow,red,green"
AONIC 215,Shure, 7.17 x 7.17 x 3.07 inches ,805 ratings,hure,White
MW60S2,MASTER & DYNAMIC, 3 pounds ,251 ratings,449.99,Silver Metal/Brown Leather
,, 0.317 ounces ,85 ratings,age 1 of 1,
Arctis 1,SteelSeries, ,"4,145 ratings","icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
BROOKSTONE STUDIO HD,Brookstone, BSBTH253wn ,,17.99,Red
,H2O Audio, 0.352 ounces ,78 ratings,64.14,Clear
,V7, 6 ounces ,25 ratings,age 1 of 1,Black
CS100,Koss, 0.018 ounces ,"3,033 ratings",,Silver And Black
04877,TALK WORKS, 2.64 ounces ,23 ratings,age 1 of 1,Black
Beoplay E8 Sport,Bang & Olufsen, 11.6 ounces ,457 ratings,299.95,Black
,Sony, 1 pounds ,21 ratings,99.98,Silver
K127,Sudopojinchengwu, 0.317 ounces ,121 ratings,age 1 of 1,1 Pack
,Riwbox, ,,89.97,
ISOtunes PRO,ISOtunes, 5 ounces ,"3,540 ratings",109.99,Matte Black
Luma,Urbanears, 0.635 ounces ,22 ratings,16.55,Ultra Violet
,SONEN, 0.634 ounces ,62 ratings,age 1 of 1,Black
,CioDat, ,,52.22,
,Works for Samsung Galaxy Tab A8 10.5 (2021) by Cellet, B09NW3RZTG ,3 ratings,44.99,PRO White
,Oladance,   ,7 ratings,199.98,
TWS Mid Range 2022,Audio, 5 ounces ,27 ratings,,Black
H-3,PHOINIKAS, 12.3 ounces ,"7,952 ratings",31.95,Yellow
,FK Trading, B0BMGX5FRV ,,age 1 of 1,Black
,," November 12, 2021 ",419 ratings,age 1 of 1  ,
,Sennheiser, 0.176 ounces ,160 ratings,age 1 of 1,
RUN XT,Jaybird, 9.1 ounces ,107 ratings,74.99,Storm Grey/Glacier
,Apple,,15 ratings,228.95,Earth
Solo3,Beats,,47 ratings,228.95,Satin Silver
,G.K, 1.06 ounces ,42 ratings,age 1 of 1,"DQ6Silver,No mic"
Rush,Ghostek, 0.3 ounces ,60 ratings,,White/Rose
,FK Trading, B0BPZTCH16 ,,age 1 of 1,Black
,ZunFeo, B0BK9YVNWT ,,"          (0%)
        ",A_Black
HAFX9BTW,JVC, 2.08 ounces ,107 ratings,15.99,White
,AudioEquip, 0.81 ounces ,291 ratings,age 1 of 1,GREY
MDR1RNC,Sony, 1 ounces ,112 ratings,319.99,Black
AU-Flex ANC,ausounds, 3.52 ounces ,59 ratings,99.95,Black
,Avantree,   ,2 ratings,143.97,
,Bose, 4.8 ounces ,214 ratings,age 1 of 1,Black
,TOZO,   ,2 ratings,79.98,
,TotalMount, ,,,
,Panasonic, B013YPLYKW ,12 ratings,age 1 of 1,Blue
,Apple,,"22,312 ratings",age 1 of 1,White
,SAMSUNG,   ,18 ratings,age 1 of 1,Graphite
ATH-GL3WH,Audio-Technica, 8 ounces ,69 ratings,99.00,White
HAAE5TB,JVC, 7.7 ounces ,17 ratings,27.59,Black
,HeadCase Audio, 0.16 ounces ,437 ratings,age 1 of 1,Black
HAFX9BTV,JVC, 2.24 ounces ,132 ratings,age 1 of 1,Violet
,JLab,   ,118 ratings,108.99,
,iFrogz, 4 ounces ,,19.99,White
Xtream G2,Adesso, ,22 ratings,age 1 of 1,Blue
"AfterShokz Trekz Air Open Ear Wireless Bone Conduction Headphones, Slate Grey, AS650SG",Aftershokz, 1.12 ounces ,"4,546 ratings",129.00,Slate Grey
Tx-500,COMPLY, 0.07 ounces ,"2,030 ratings",9.61,Black
language _ tag,SAMSUNG, 8.1 ounces ,197 ratings,age 1 of 1,Blue
Ultrasone IQ Headphones,Ultrasone, 0.3 ounces ,3 ratings,949.99,Silver
HZSOUND Heart Mirro Zero,keephifi, 5 ounces ,,38.99,Gray
,Polaroid, 9.8 ounces ,13 ratings,age 1 of 1,Black
Aladdin CoBrand Headphones with Mic,eKids, 10.9 ounces ,33 ratings,,Alladin
,TOZO,   ,33 ratings,33.98,"Red, Black"
,Soundcore,   ,8 ratings,99.98,
A2,AVOVA, 1.34 ounces ,4 ratings,age 1 of 1,Black
,Works for ROKU Premiere Plus by Cellet, B08PDM61GH ,,44.99,PRO White
,FK Trading, B0BMHRNYY1 ,,age 1 of 1,Black
SHE2105WT/28,Philips, 0.56 ounces ,427 ratings,19.99,White
G735,Logitech G, 9.2 ounces ,141 ratings,age 1 of 1,Dreamy White
,Audio-Technica, 0.705 ounces ,121 ratings,26.10,Clear
Microsoft LifeChat LX-3000 Headset (JUG-00013),Microsoft, 8.3 ounces ,"2,506 ratings",29.98,Black
,," July 15, 2019 ","7,341 ratings",age 1 of 1,
,melso, 7.7 ounces ,160 ratings,"icrophone, Adjustable headband, Universal, Lightweight, tangle-free-cord, sports-and-exercise, Noise-Canceling, Foldable, Noise-Isolating",Blue
,Unisar, 13.6 ounces ,"2,023 ratings",48.80,Black
,VZON, 11.8 ounces ,,,Black
Nokia True Wireless Headphones,Nokia mobile, 0.64 ounces ,497 ratings,age 1 of 1,Black
language _ tag,EMPERSTAR, 10.3 ounces ,126 ratings,59.99,Black and gold
,," January 1, 2018 ","1,525 ratings",age 1 of 1,
,SIMGOT, 9.2 ounces ,,90.92,
A5205,Philips Audio, 3.05 ounces ,39 ratings,35.15,Black
TMA 2,AIAIAI, B09NRQCSXT ,25 ratings,350.00,Black
True Wireless Bluetooth Earphones with Dual Hybrid Noise Cancelling,Panasonic, 0.704 ounces ,637 ratings,97.99,Light Grey
,HCDZ, 3.52 ounces ,1 rating,30.98,
,melso, 7.7 ounces ,160 ratings,"icrophone, Adjustable headband, Universal, Lightweight, tangle-free-cord, sports-and-exercise, Noise-Canceling, Foldable, Noise-Isolating",Blue
,Unisar, 13.6 ounces ,"2,023 ratings",48.80,Black
SHE2105WT/28,Philips, 0.56 ounces ,427 ratings,19.99,White
language _ tag,EMPERSTAR, 10.3 ounces ,126 ratings,59.99,Black and gold
Nokia True Wireless Headphones,Nokia mobile, 0.64 ounces ,497 ratings,age 1 of 1,Black
,SIMGOT, 9.2 ounces ,,90.92,
A5205,Philips Audio, 3.05 ounces ,39 ratings,35.15,Black
TMA 2,AIAIAI, B09NRQCSXT ,25 ratings,350.00,Black
,VOLT+, 4 ounces ,,29.99,Black
VOID,水月雨(MOONDROP), 1.67 pounds ,,223.91,White
,Califone,,6 ratings,"          0% (0%)
        ",Beige
TWS,MDNS, 3.84 ounces ,872 ratings,14.63,White
Planamic,DROP, 0.8 ounces ,6 ratings,21.99,Black
XPG101,Hongzan, 3.14 pounds ,90 ratings,age 1 of 1,Black
,VZON, 11.8 ounces ,,,Black
,INFURTURE, ,,61.98,
180W,JVC, B00PEUX30U ,"1,188 ratings",16.99,White
XG01,Works for Samsung Galaxy S22+ 5G by Cellet, 4 ounces ,1 rating,age 1 of 1,Black
,Zero Audio, 0.32 ounces ,143 ratings,74.87,
Legion,Lenovo, 12 ounces ,324 ratings,age 1 of 1,
MDR-NC40,Sony, 12 ounces ,226 ratings,age 1 of 1,Black
Harman Kardon Fly Over-Ear Headphones - Black,Harman Kardon, 9.9 ounces ,66 ratings,139.94,Black
T10,TOZO,   ,25 ratings,82.98,
T10,TOZO,   ,25 ratings,82.98,
507181,Sennheiser, 8.7 ounces ,"3,102 ratings",age 1 of 1,Black
,KAHHA, 1.13 ounces ,358 ratings,age 1 of 1,FloralBeige
Bang & Olufsen Beoplay E8 3rd Generation,Bang & Olufsen, 0.212 ounces ,"1,109 ratings",181.65,Black
,, 0.96 ounces ,356 ratings,age 1 of 1,
,Sony, 0.16 ounces ,"4,788 ratings",age 1 of 1,Black
,Kirababy, 2.39 ounces ,"1,498 ratings",age 1 of 1,
HE1000se,HIFIMAN, 6.19 pounds ,9 ratings,"3,499.00",transparent
,Sony, 1.4 ounces ,66 ratings,age 1 of 1,Violet
,VZON, 2.72 ounces ,,,
,, 1.55 ounces ,890 ratings,89.99,
,," June 21, 2022 ",76 ratings,age 1 of 1,
,JVC, 5.3 ounces ,112 ratings,age 1 of 1,White
,YouthWhisper," November 17, 2022 ",,91.95,
IdeaPad Gaming H100 Headset,Lenovo, ,602 ratings,29.99,
Sealed Studio Monitor Headphones HD661,Superlux, 6.7 ounces ,150 ratings,56.74,wht
FBAMSQXL00001,Microsoft, ,"1,227 ratings","icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Gray
,YAMAHA, 6.3 ounces ,145 ratings,97.31,Black
Accesssory Cordless Headset,VTech, 7.4 ounces ,"1,250 ratings",age 1 of 1,Silver
,Soundcore,   ,1 rating,119.98,
ATH M50x Bluetooth adapter,East Brooklyn Labs, 0.79 x 1.18 x 0.39 inches ,639 ratings,age 1 of 1,Black
,Califone,,3 ratings,eliable headsets designed for students.,Gray
Arctis Prime,SteelSeries, ,658 ratings,65.00,Black
,PIONEER, 3.74 ounces ,148 ratings,62.19,Pink/White
Arctis Prime,SteelSeries, ,658 ratings,65.00,Black
,PIONEER, 3.74 ounces ,148 ratings,62.19,Pink/White
Pro,Ultrasone, 1 pounds ,13 ratings,"1,199.99",
,Bose, 8 ounces ,1 rating,279.00,
,SOL REPUBLIC, 3.52 ounces ,509 ratings,36.98,Lemon Lime
,Headcase Audio, 2.08 ounces ,19 ratings,age 1 of 1,Black
,Stax, 15.8 ounces ,1 rating,299.96,
BE Live5,NuForce, 0.4 ounces ,164 ratings,age 1 of 1,Black
Freebuds Pro,HUAWEI, 2.12 ounces ,"3,563 ratings",216.62,Sliver
SoundForm,Belkin, 3.52 ounces ,644 ratings,42.99,Black
,Fulext,   ,30 ratings,79.98,
Bluetooth 5.2 Wireless Earbuds,Samzuy, 2.47 ounces ,148 ratings,age 1 of 1,Black
RPD-01,adidas, 7.4 ounces ,78 ratings,69.99,Night Grey
,," September 16, 2018 ","1,788 ratings",age 1 of 1,
DI-M15FR,eKids, 1.6 ounces ,30 ratings,,White
,Soundcore,   ,8 ratings,99.98,
,Koss,,283 ratings,53.99,
HAS90BNB,JVC, 8.8 ounces ,35 ratings,149.99,Black
EM-SP1,emotal, 0.59 ounces ,472 ratings,20.17,Black
,Urbanista, 6.1 ounces ,15 ratings,116.84,White
,YouthWhisper," December 14, 2022 ",,89.98,
i12,CDB, 2.08 ounces ,482 ratings,7.99,White
HD 700,Sennheiser Consumer Audio, 14.4 ounces ,319 ratings,365.00,Black
,VOZA, 0.868 ounces ,199 ratings,11.99,Gray
RP-TCM115A,Panasonic, 1.8 ounces ,,14.99,Blue
,FK Trading, B0BMGX64B9 ,,age 1 of 1,Black
,, 6.4 ounces ,55 ratings,age 1 of 1,
S22-B,FAMOO, 1.56 ounces ,"5,486 ratings",age 1 of 1,Black
,," January 12, 2020 ",858 ratings,age 1 of 1,
,H2O Audio, 4.8 ounces ,62 ratings,age 1 of 1,Black and Blue
JBL Endurance Peak - Black,JBL, 3.5 ounces ,"1,862 ratings",49.99,Black
MDR-EX37B,V-MODA, 1.5 pounds ,203 ratings,230.00,White
Evolve2,Jabra, 5.9 ounces ,3 ratings,age 1 of 1,Black
MobileSpec,Mobile Spec,   ,15 ratings,,Black
,Bose, 2.05 ounces ,639 ratings,31.96,White
504196,Sennheiser, 2.19 ounces ,689 ratings,age 1 of 1,Black
AONIC 3,Shure, 6.26 x 6.26 x 2.84 inches ,563 ratings,hure,Black
,Moear, 9.2 ounces ,16 ratings,age 1 of 1,Pink
Cardo PTHP0001,Cardo,   ,59 ratings,age 1 of 1  ,
,SOL REPUBLIC, 12.8 ounces ,65 ratings,age 1 of 1,Black
,JVC,,168 ratings,52.98,White
,Damex, 1.13 ounces ,24 ratings,13.98,gray
GP-N90QHAHHAAA,SAMSUNG, 1.01 pounds ,16 ratings,age 1 of 1,Black
,Sennheiser Consumer Audio, 1.45 pounds ,120 ratings,89.99,Blue Denim - Android version
Wireless Earbuds,Maxell, 3.41 ounces ,39 ratings,age 1 of 1,Black
,FK Trading, B0BMGWXV5X ,1 rating,age 1 of 1,Black
H6 Pro Open,EPOS Gaming, 10.9 ounces ,666 ratings,179.00,Ghost White
VM50020-BLK,Vivitar, B07HXTDBQ2 ,2 ratings,age 1 of 1,
,Trn, 0.634 ounces ,56 ratings,37.35,Blue
,Cyber Acoustics, 0.32 ounces ,460 ratings,"icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
,Maeline, 1.23 ounces ,9 ratings,,White
,Generies, 2.08 ounces ,38 ratings,age 1 of 1  ,Black
SN503,Philips Audio, 1.41 ounces ,57 ratings,69.00,Black
,ZIHNIC,   ,1 rating,78.00,"Rose Gold, Black"
G335,Logitech G, 8 ounces ,"3,837 ratings",69.99,Mint
Beoplay H9i,Bang & Olufsen, 9.9 ounces ,"1,094 ratings",499.00,Black
,Logitech, 1.2 pounds ,17 ratings,79.98,Black
,MUSICOZY,   ,16 ratings,45.16,
,TUINYO, 11.8 ounces ,3 ratings,64.98,White
,iClever, ,,57.98,
Kidizoom,VTech,,"2,985 ratings",age 1 of 1  ,Blue
,Symphonized, 2.39 ounces ,42 ratings,,Silver
,ACAGET, ,,19.98,
,pxton,   ,6 ratings,"          0% (0%)
        ",Black
,," December 22, 2021 ",41 ratings,age 1 of 1  ,
language _ tag,Plantronics, 0.9 ounces ,127 ratings,age 1 of 1,Black
HAECX20G,JVC, 3 ounces ,29 ratings,age 1 of 1,GREEN
DT 1990,beyerdynamic, 2.94 pounds ,72 ratings,299.00,Black
,KZ, 5.6 ounces ,38 ratings,67.99,Cyan without Mic
XG01,Works for Samsung Galaxy S22 Ultra 5G by Cellet, 4 ounces ,29 ratings,age 1 of 1,Black
,Symphonized,   ,1 rating,,
G105 MKII,Lake People, 3.92 pounds ,,599.99,Black
,TUINYO, 11.8 ounces ,,59.98,Purple/Dark blue
HAA50TB,JVC, 6.8 ounces ,299 ratings,31.30,Black
Earbuds,Maeline, 2.39 ounces ,17 ratings,,Black
A40 P,, 3.52 ounces ,867 ratings,age 1 of 1,Black
SG_B079J4Q6F7_US,Sony, 12.8 ounces ,206 ratings,59.00,Black
JBuds Work,JLab, 1.3 pounds ,453 ratings,68.61,Black
,MOVSSOU,   ,1 rating,103.96,
,Final, 0.529 ounces ,264 ratings,62.90,Black
,Magnavox, 1.6 ounces ,52 ratings,age 1 of 1,Pink
language _ tag,Koss, 1.19 pounds ,231 ratings,rumset Essentials,Black
,Sennheiser, 0.634 ounces ,101 ratings,age 1 of 1,
Gaming Headset,MMUSC, ,277 ratings,"icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Red
,VZON, 1.76 ounces ,,,Black
,MOXUEOR, 1.76 ounces ,271 ratings,age 1 of 1,Reddog
,Califone, 5.54 pounds ,1 rating,age 1 of 1,Black
Listening First,Califone, 1.6 ounces ,149 ratings,21.05,Yellow
HA-FR15-H-E,JVC, 1.16 ounces ,147 ratings,age 1 of 1,Grey
Y60,Generic, 2.04 ounces ,1 rating,10.89,BLACK
,pollini, ,,79.98,
,Cyber Acoustics, 1.6 ounces ,9 ratings,,Black
FBA_ENSCH7L100BKEW,ENHANCE, ,278 ratings,26.28,Black
,JLab, 1.6 ounces ,274 ratings,,Black
language _ tag,RIG, 1.48 pounds ,"1,386 ratings",age 1 of 1,White
Studio Pro,JLab, 5.3 ounces ,"2,345 ratings",,Black
Powerbeats Pro,Beats,,243 ratings,278.95,Navy
HPC-A30-MK2,POLSE, 10.2 ounces ,7 ratings,age 1 of 1,
,Sony, 1.6 ounces ,40 ratings,59.95,
Kensington Hi-Fi Headphones,Kensington, ,3 ratings,age 1 of 1,Black
WI-1055,Wicked Audio, 1.6 ounces ,89 ratings,10.01,White
Life P3,Soundcore, 2.24 ounces ,"20,950 ratings",59.27,Black
143250,Monoprice, 1.8 pounds ,2 ratings,,Black
MDRZX220BT/B,Sony, 13.8 ounces ,384 ratings,age 1 of 1,Black
,TREBLAB,   ,1 rating,,
,KMOUK,   ,2 ratings,53.98,
,ZunFeo, B0BK9LRJ5X ,,"          (0%)
        ",B_Green
True Wireless Earbuds v.4,SOAR,,29 ratings,age 1 of 1,Kentucky Wildcats
,Adhiper, 1.44 ounces ,6 ratings,age 1 of 1,Black
,Magnavox, 0.96 ounces ,6 ratings,age 1 of 1,White
Sports Around the Neck,Philips Audio, 2.89 ounces ,15 ratings,,Black
,Works for Samsung Galaxy A42 5G by Cellet, B08L59P2XD ,1 rating,44.99,PRO White
,Sennheiser, 1.44 ounces ,116 ratings,age 1 of 1,BLACK-GREY
CL58,Koss, 4.6 ounces ,1 rating,,Clear
ER3SE,Etymotic Research, 0.634 ounces ,246 ratings,159.99,Black
,Pyle, 0.005 ounces ,67 ratings,24.56,Black
Blackwire 3320 USB-A,Plantronics, 4 ounces ,"1,489 ratings",44.13,Black
,NENOS, 8.7 ounces ,72 ratings,age 1 of 1,Lime
DGHP-5640,iSound, 3.2 ounces ,32 ratings,29.99,Black
,POWMEE,   ,20 ratings,32.98,
,, 5.6 ounces ,189 ratings,"ntegrated remote & mic for smartphones located on headphones, Swivel design Integrated remote & mic for smartphones located on headphones",
HW701,Sentry Industries Inc., 1 pounds ,117 ratings,age 1 of 1,Black
,Fulext,   ,3 ratings,39.98,
BT460WH,Phiaton, 8.5 ounces ,53 ratings,329.95,White
,eKids, 4.8 ounces ,64 ratings,,Toy Story 4 (Standard Packaging)
,Bose, ,,298.00,Glacier White
LC-BT1,FiiO,,25 ratings,39.99,MMCX
2800 Listening First Stereo Headphones,Califone,   ,166 ratings,age 1 of 1,Blue
,Sentry Industries Inc.,,1 rating,age 1 of 1  ,Black
Bass,Maxell, 8 ounces ,69 ratings,15.60,Black
,SANTANA BY CARLOS SANTANA(TM), 13.6 ounces ,5 ratings,25.00,Black
gsp 500,EPOS, ,767 ratings,"icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black/Red
,pollini, ,,79.98,
E2000,Final, 0.704 ounces ,176 ratings,44.00,Black
7XF-00001,Microsoft, ,"1,092 ratings","icrosoft 365 Family | 3 Months Free, Plus 12-Month Subscription | Premium Office Apps | Up to 6 users | PC/Mac Download (Renews to 12-Month Subscription) | Activation Required",Black
,FK Trading, B0BPZMSLH9 ,,age 1 of 1,Black
Sony WF-1000XM3,Sony, 0.704 ounces ,118 ratings,149.95,Silver
i12,CDB, 2.08 ounces ,482 ratings,7.99,White
HP-0062-FROZEN2,Artist Unknown, 4.6 ounces ,516 ratings,14.77,LIGHT BLUE
,Dekoni Audio, 1.6 ounces ,178 ratings,59.99,エリートシープスキン
generation,H2O Audio, 4.6 ounces ,"1,341 ratings",age 1 of 1,
HAECX20W,JVC, 3 ounces ,72 ratings,age 1 of 1,WHITE
,,   ,2 ratings,21.96,
DI-M15FR,eKids, 1.6 ounces ,30 ratings,,White
R175,UrbanX, 5 ounces ,50 ratings,49.05,Blue
FBA_715594-0010,Bose, 1.1 pounds ,82 ratings,79.93,Black
MDR-XB41EX,Sony, 1.6 ounces ,51 ratings,149.95,Black
,Works for Samsung Galaxy Z Flip (Bloom) by Cellet, B08PDPBQMM ,,44.99,PRO White
,Sony, 9.7 ounces ,106 ratings,325.00,Gold
T1,Beyerdynamic, 12.7 ounces ,56 ratings,899.00,
,Srhythm, 6.3 ounces ,1 rating,135.98,
NUBWO - N12,OCTTO, 15.7 ounces ,"2,243 ratings",28.99,Black
C5210A,Plantronics,   ,495 ratings,age 1 of 1,Black
,FK Trading, B0BPZK3J5N ,,age 1 of 1,Black
HS55 SURROUND,Corsair, ,29 ratings,age 1 of 1,Carbon
,Logitech G, ,"3,315 ratings",319.98,"""Black, blue"""
Voyager Legend,Plantronics, 0.688 ounces ,"19,795 ratings",age 1 of 1,Black
ATH-ANC20,Audio-Technica, 0.3 ounces ,35 ratings,49.00,Black
ATH-CK2000TI,Audio-Technica, 0.42 ounces ,9 ratings,age 1 of 1,Black
TrueGrip TW,COMPLY, 0.634 ounces ,17 ratings,age 1 of 1,Black
MDRNC200D,Sony, 1.9 pounds ,187 ratings,120.52,
Relays Sport,SOL REPUBLIC, 1.12 ounces ,38 ratings,29.99,Lime
,Sony, 3.2 ounces ,38 ratings,ony,Black
Language _ tag,Jabra, 10.8 ounces ,46 ratings,49.99,Copper Black
ROG STRIX GO 2.4,ASUS, ,223 ratings,age 1 of 1,Black
,FK Trading, B0BPZZFDQ3 ,,26.99,Black
,COMPLY, 0.32 ounces ,635 ratings,16.61,Black
HCYD,Yannie, B0BHSWT284 ,,29.99,Green
,Panasonic, 2.4 ounces ,123 ratings,24.09,Silver
BT,Harman Kardon, 3.06 pounds ,338 ratings,119.99,Black
Nari Essential,Razer, ,"4,876 ratings",azer Base Station V2 Chroma: Chroma RGB Lighting - Non-Slip Rubber Base - Designed for Gaming Headsets - Classic Black,Black
,,   ,4 ratings,39.98,
,DGL, 5.6 ounces ,117 ratings,age 1 of 1,Black
EAH-F70N,Technics, 2.49 pounds ,63 ratings,189.99,Silver
ZA800000WW,Lenovo, 4.8 ounces ,24 ratings,49.92,Black
,YINYOO, B09CZ3ZSJ7 ,,46.98,
Air Cushion Wireless,JVC, 4.2 ounces ,38 ratings,29.92,Blue
ACM-70,Cyber Acoustics, 1.6 ounces ,180 ratings,8.47,Black
,, 2.08 ounces ,56 ratings,age 1 of 1,
,EarHugz, 0.529 ounces ,2 ratings,age 1 of 1,Pink and Gold with Grey Reverse
,Sennheiser, 1.37 ounces ,49 ratings,age 1 of 1,BLACK
,Wraps Wristband Headphones, 0.32 ounces ,45 ratings,10.11,Silver
Sennheiser HD1,Sennheiser Consumer Audio, 4.8 ounces ,503 ratings,59.99,Black
,FK Trading, B0BMJBL9H9 ,1 rating,age 1 of 1,Black
,TUINYO, 8.9 ounces ,,60.98,Apricot /Dark blue
,EKids, 4.4 ounces ,27 ratings,,
,Skullcandy, 2.12 ounces ,161 ratings,12.99,Green
ATH-CKR7TWGY,Audio-Technica, 3.04 ounces ,34 ratings,249.00,Gray
EGG-IAG-3005FA-10-PK-SO,Egghead,,4 ratings,age 1 of 1,Black
Language _ tag,AKG, 11.8 ounces ,48 ratings,319.99,
